item_id,style_src,style_tgt,split,X_path,Z_path,Y_path
train_001891,style_001944,style_001897,train,rolls/style_001897/train_001891_X.npz,rolls/style_001897/train_001891_Z.npz,rolls/style_001897/train_001891_Y.npz
train_001892,style_001010,style_001897,train,rolls/style_001897/train_001892_X.npz,rolls/style_001897/train_001892_Z.npz,rolls/style_001897/train_001892_Y.npz
train_001893,style_002109,style_002117,train,rolls/style_002117/train_001893_X.npz,rolls/style_002117/train_001893_Z.npz,rolls/style_002117/train_001893_Y.npz
train_001894,style_001568,style_002117,train,rolls/style_002117/train_001894_X.npz,rolls/style_002117/train_001894_Z.npz,rolls/style_002117/train_001894_Y.npz
train_001895,style_002360,style_001456,train,rolls/style_001456/train_001895_X.npz,rolls/style_001456/train_001895_Z.npz,rolls/style_001456/train_001895_Y.npz
train_001896,style_002548,style_001456,train,rolls/style_001456/train_001896_X.npz,rolls/style_001456/train_001896_Z.npz,rolls/style_001456/train_001896_Y.npz
train_001897,style_001356,style_001943,train,rolls/style_001943/train_001897_X.npz,rolls/style_001943/train_001897_Z.npz,rolls/style_001943/train_001897_Y.npz
train_001898,style_002473,style_001943,train,rolls/style_001943/train_001898_X.npz,rolls/style_001943/train_001898_Z.npz,rolls/style_001943/train_001898_Y.npz
train_001899,style_000146,style_000027,train,rolls/style_000027/train_001899_X.npz,rolls/style_000027/train_001899_Z.npz,rolls/style_000027/train_001899_Y.npz
train_001900,style_002098,style_000027,train,rolls/style_000027/train_001900_X.npz,rolls/style_000027/train_001900_Z.npz,rolls/style_000027/train_001900_Y.npz
train_001901,style_002420,style_001096,train,rolls/style_001096/train_001901_X.npz,rolls/style_001096/train_001901_Z.npz,rolls/style_001096/train_001901_Y.npz
train_001902,style_000036,style_001096,train,rolls/style_001096/train_001902_X.npz,rolls/style_001096/train_001902_Z.npz,rolls/style_001096/train_001902_Y.npz
train_001903,style_000064,style_001244,train,rolls/style_001244/train_001903_X.npz,rolls/style_001244/train_001903_Z.npz,rolls/style_001244/train_001903_Y.npz
train_001904,style_000345,style_001244,train,rolls/style_001244/train_001904_X.npz,rolls/style_001244/train_001904_Z.npz,rolls/style_001244/train_001904_Y.npz
train_001905,style_000324,style_000030,train,rolls/style_000030/train_001905_X.npz,rolls/style_000030/train_001905_Z.npz,rolls/style_000030/train_001905_Y.npz
train_001906,style_000585,style_000030,train,rolls/style_000030/train_001906_X.npz,rolls/style_000030/train_001906_Z.npz,rolls/style_000030/train_001906_Y.npz
train_001907,style_001460,style_000445,train,rolls/style_000445/train_001907_X.npz,rolls/style_000445/train_001907_Z.npz,rolls/style_000445/train_001907_Y.npz
train_001908,style_002006,style_000445,train,rolls/style_000445/train_001908_X.npz,rolls/style_000445/train_001908_Z.npz,rolls/style_000445/train_001908_Y.npz
train_001909,style_000677,style_001502,train,rolls/style_001502/train_001909_X.npz,rolls/style_001502/train_001909_Z.npz,rolls/style_001502/train_001909_Y.npz
train_001910,style_001830,style_001502,train,rolls/style_001502/train_001910_X.npz,rolls/style_001502/train_001910_Z.npz,rolls/style_001502/train_001910_Y.npz
train_001911,style_001038,style_001398,train,rolls/style_001398/train_001911_X.npz,rolls/style_001398/train_001911_Z.npz,rolls/style_001398/train_001911_Y.npz
train_001912,style_001974,style_001398,train,rolls/style_001398/train_001912_X.npz,rolls/style_001398/train_001912_Z.npz,rolls/style_001398/train_001912_Y.npz
train_001913,style_000146,style_002267,train,rolls/style_002267/train_001913_X.npz,rolls/style_002267/train_001913_Z.npz,rolls/style_002267/train_001913_Y.npz
train_001914,style_001058,style_002267,train,rolls/style_002267/train_001914_X.npz,rolls/style_002267/train_001914_Z.npz,rolls/style_002267/train_001914_Y.npz
train_001915,style_000570,style_000478,train,rolls/style_000478/train_001915_X.npz,rolls/style_000478/train_001915_Z.npz,rolls/style_000478/train_001915_Y.npz
train_001916,style_002457,style_000478,train,rolls/style_000478/train_001916_X.npz,rolls/style_000478/train_001916_Z.npz,rolls/style_000478/train_001916_Y.npz
train_001917,style_000849,style_000800,train,rolls/style_000800/train_001917_X.npz,rolls/style_000800/train_001917_Z.npz,rolls/style_000800/train_001917_Y.npz
train_001918,style_000303,style_000800,train,rolls/style_000800/train_001918_X.npz,rolls/style_000800/train_001918_Z.npz,rolls/style_000800/train_001918_Y.npz
train_001919,style_002175,style_002683,train,rolls/style_002683/train_001919_X.npz,rolls/style_002683/train_001919_Z.npz,rolls/style_002683/train_001919_Y.npz
train_001920,style_000521,style_002683,train,rolls/style_002683/train_001920_X.npz,rolls/style_002683/train_001920_Z.npz,rolls/style_002683/train_001920_Y.npz
train_001921,style_002669,style_001827,train,rolls/style_001827/train_001921_X.npz,rolls/style_001827/train_001921_Z.npz,rolls/style_001827/train_001921_Y.npz
train_001922,style_002550,style_001827,train,rolls/style_001827/train_001922_X.npz,rolls/style_001827/train_001922_Z.npz,rolls/style_001827/train_001922_Y.npz
train_001923,style_000848,style_002293,train,rolls/style_002293/train_001923_X.npz,rolls/style_002293/train_001923_Z.npz,rolls/style_002293/train_001923_Y.npz
train_001924,style_002291,style_002293,train,rolls/style_002293/train_001924_X.npz,rolls/style_002293/train_001924_Z.npz,rolls/style_002293/train_001924_Y.npz
train_001925,style_001683,style_002070,train,rolls/style_002070/train_001925_X.npz,rolls/style_002070/train_001925_Z.npz,rolls/style_002070/train_001925_Y.npz
train_001926,style_000337,style_002070,train,rolls/style_002070/train_001926_X.npz,rolls/style_002070/train_001926_Z.npz,rolls/style_002070/train_001926_Y.npz
train_001927,style_001078,style_002528,train,rolls/style_002528/train_001927_X.npz,rolls/style_002528/train_001927_Z.npz,rolls/style_002528/train_001927_Y.npz
train_001928,style_001768,style_002528,train,rolls/style_002528/train_001928_X.npz,rolls/style_002528/train_001928_Z.npz,rolls/style_002528/train_001928_Y.npz
train_001929,style_000394,style_002427,train,rolls/style_002427/train_001929_X.npz,rolls/style_002427/train_001929_Z.npz,rolls/style_002427/train_001929_Y.npz
train_001930,style_000196,style_002427,train,rolls/style_002427/train_001930_X.npz,rolls/style_002427/train_001930_Z.npz,rolls/style_002427/train_001930_Y.npz
train_001931,style_000447,style_001917,train,rolls/style_001917/train_001931_X.npz,rolls/style_001917/train_001931_Z.npz,rolls/style_001917/train_001931_Y.npz
train_001932,style_000907,style_001917,train,rolls/style_001917/train_001932_X.npz,rolls/style_001917/train_001932_Z.npz,rolls/style_001917/train_001932_Y.npz
train_001933,style_001146,style_000947,train,rolls/style_000947/train_001933_X.npz,rolls/style_000947/train_001933_Z.npz,rolls/style_000947/train_001933_Y.npz
train_001934,style_002299,style_000947,train,rolls/style_000947/train_001934_X.npz,rolls/style_000947/train_001934_Z.npz,rolls/style_000947/train_001934_Y.npz
train_001935,style_000667,style_002511,train,rolls/style_002511/train_001935_X.npz,rolls/style_002511/train_001935_Z.npz,rolls/style_002511/train_001935_Y.npz
train_001936,style_002241,style_002511,train,rolls/style_002511/train_001936_X.npz,rolls/style_002511/train_001936_Z.npz,rolls/style_002511/train_001936_Y.npz
train_001937,style_002011,style_000867,train,rolls/style_000867/train_001937_X.npz,rolls/style_000867/train_001937_Z.npz,rolls/style_000867/train_001937_Y.npz
train_001938,style_001537,style_000867,train,rolls/style_000867/train_001938_X.npz,rolls/style_000867/train_001938_Z.npz,rolls/style_000867/train_001938_Y.npz
train_001939,style_001670,style_000860,train,rolls/style_000860/train_001939_X.npz,rolls/style_000860/train_001939_Z.npz,rolls/style_000860/train_001939_Y.npz
train_001940,style_001198,style_000860,train,rolls/style_000860/train_001940_X.npz,rolls/style_000860/train_001940_Z.npz,rolls/style_000860/train_001940_Y.npz
train_001941,style_001205,style_001889,train,rolls/style_001889/train_001941_X.npz,rolls/style_001889/train_001941_Z.npz,rolls/style_001889/train_001941_Y.npz
train_001942,style_000027,style_001889,train,rolls/style_001889/train_001942_X.npz,rolls/style_001889/train_001942_Z.npz,rolls/style_001889/train_001942_Y.npz
train_001943,style_001208,style_000232,train,rolls/style_000232/train_001943_X.npz,rolls/style_000232/train_001943_Z.npz,rolls/style_000232/train_001943_Y.npz
train_001944,style_001412,style_000232,train,rolls/style_000232/train_001944_X.npz,rolls/style_000232/train_001944_Z.npz,rolls/style_000232/train_001944_Y.npz
train_001945,style_001685,style_001576,train,rolls/style_001576/train_001945_X.npz,rolls/style_001576/train_001945_Z.npz,rolls/style_001576/train_001945_Y.npz
train_001946,style_002498,style_001576,train,rolls/style_001576/train_001946_X.npz,rolls/style_001576/train_001946_Z.npz,rolls/style_001576/train_001946_Y.npz
train_001947,style_000447,style_002659,train,rolls/style_002659/train_001947_X.npz,rolls/style_002659/train_001947_Z.npz,rolls/style_002659/train_001947_Y.npz
train_001948,style_000670,style_002659,train,rolls/style_002659/train_001948_X.npz,rolls/style_002659/train_001948_Z.npz,rolls/style_002659/train_001948_Y.npz
train_001949,style_001790,style_002745,train,rolls/style_002745/train_001949_X.npz,rolls/style_002745/train_001949_Z.npz,rolls/style_002745/train_001949_Y.npz
train_001950,style_002866,style_002745,train,rolls/style_002745/train_001950_X.npz,rolls/style_002745/train_001950_Z.npz,rolls/style_002745/train_001950_Y.npz
train_001951,style_000222,style_002348,train,rolls/style_002348/train_001951_X.npz,rolls/style_002348/train_001951_Z.npz,rolls/style_002348/train_001951_Y.npz
train_001952,style_001143,style_002348,train,rolls/style_002348/train_001952_X.npz,rolls/style_002348/train_001952_Z.npz,rolls/style_002348/train_001952_Y.npz
train_001953,style_001252,style_001162,train,rolls/style_001162/train_001953_X.npz,rolls/style_001162/train_001953_Z.npz,rolls/style_001162/train_001953_Y.npz
train_001954,style_001855,style_001162,train,rolls/style_001162/train_001954_X.npz,rolls/style_001162/train_001954_Z.npz,rolls/style_001162/train_001954_Y.npz
train_001955,style_002131,style_001475,train,rolls/style_001475/train_001955_X.npz,rolls/style_001475/train_001955_Z.npz,rolls/style_001475/train_001955_Y.npz
train_001956,style_002294,style_001475,train,rolls/style_001475/train_001956_X.npz,rolls/style_001475/train_001956_Z.npz,rolls/style_001475/train_001956_Y.npz
train_001957,style_000754,style_000134,train,rolls/style_000134/train_001957_X.npz,rolls/style_000134/train_001957_Z.npz,rolls/style_000134/train_001957_Y.npz
train_001958,style_001344,style_000134,train,rolls/style_000134/train_001958_X.npz,rolls/style_000134/train_001958_Z.npz,rolls/style_000134/train_001958_Y.npz
train_001959,style_000950,style_000323,train,rolls/style_000323/train_001959_X.npz,rolls/style_000323/train_001959_Z.npz,rolls/style_000323/train_001959_Y.npz
train_001960,style_002505,style_000323,train,rolls/style_000323/train_001960_X.npz,rolls/style_000323/train_001960_Z.npz,rolls/style_000323/train_001960_Y.npz
train_001961,style_000705,style_002837,train,rolls/style_002837/train_001961_X.npz,rolls/style_002837/train_001961_Z.npz,rolls/style_002837/train_001961_Y.npz
train_001962,style_001801,style_002837,train,rolls/style_002837/train_001962_X.npz,rolls/style_002837/train_001962_Z.npz,rolls/style_002837/train_001962_Y.npz
train_001963,style_002376,style_001835,train,rolls/style_001835/train_001963_X.npz,rolls/style_001835/train_001963_Z.npz,rolls/style_001835/train_001963_Y.npz
train_001964,style_000511,style_001835,train,rolls/style_001835/train_001964_X.npz,rolls/style_001835/train_001964_Z.npz,rolls/style_001835/train_001964_Y.npz
train_001965,style_000414,style_000898,train,rolls/style_000898/train_001965_X.npz,rolls/style_000898/train_001965_Z.npz,rolls/style_000898/train_001965_Y.npz
train_001966,style_002513,style_000898,train,rolls/style_000898/train_001966_X.npz,rolls/style_000898/train_001966_Z.npz,rolls/style_000898/train_001966_Y.npz
train_001967,style_000584,style_001356,train,rolls/style_001356/train_001967_X.npz,rolls/style_001356/train_001967_Z.npz,rolls/style_001356/train_001967_Y.npz
train_001968,style_001921,style_001356,train,rolls/style_001356/train_001968_X.npz,rolls/style_001356/train_001968_Z.npz,rolls/style_001356/train_001968_Y.npz
train_001969,style_002561,style_000333,train,rolls/style_000333/train_001969_X.npz,rolls/style_000333/train_001969_Z.npz,rolls/style_000333/train_001969_Y.npz
train_001970,style_001801,style_000333,train,rolls/style_000333/train_001970_X.npz,rolls/style_000333/train_001970_Z.npz,rolls/style_000333/train_001970_Y.npz
train_001971,style_001622,style_001284,train,rolls/style_001284/train_001971_X.npz,rolls/style_001284/train_001971_Z.npz,rolls/style_001284/train_001971_Y.npz
train_001972,style_002316,style_001284,train,rolls/style_001284/train_001972_X.npz,rolls/style_001284/train_001972_Z.npz,rolls/style_001284/train_001972_Y.npz
train_001973,style_001161,style_002292,train,rolls/style_002292/train_001973_X.npz,rolls/style_002292/train_001973_Z.npz,rolls/style_002292/train_001973_Y.npz
train_001974,style_002531,style_002292,train,rolls/style_002292/train_001974_X.npz,rolls/style_002292/train_001974_Z.npz,rolls/style_002292/train_001974_Y.npz
train_001975,style_001705,style_001832,train,rolls/style_001832/train_001975_X.npz,rolls/style_001832/train_001975_Z.npz,rolls/style_001832/train_001975_Y.npz
train_001976,style_001349,style_001832,train,rolls/style_001832/train_001976_X.npz,rolls/style_001832/train_001976_Z.npz,rolls/style_001832/train_001976_Y.npz
train_001977,style_000287,style_001960,train,rolls/style_001960/train_001977_X.npz,rolls/style_001960/train_001977_Z.npz,rolls/style_001960/train_001977_Y.npz
train_001978,style_002205,style_001960,train,rolls/style_001960/train_001978_X.npz,rolls/style_001960/train_001978_Z.npz,rolls/style_001960/train_001978_Y.npz
train_001979,style_002757,style_001582,train,rolls/style_001582/train_001979_X.npz,rolls/style_001582/train_001979_Z.npz,rolls/style_001582/train_001979_Y.npz
train_001980,style_001469,style_001582,train,rolls/style_001582/train_001980_X.npz,rolls/style_001582/train_001980_Z.npz,rolls/style_001582/train_001980_Y.npz
train_001981,style_001509,style_001233,train,rolls/style_001233/train_001981_X.npz,rolls/style_001233/train_001981_Z.npz,rolls/style_001233/train_001981_Y.npz
train_001982,style_002192,style_001233,train,rolls/style_001233/train_001982_X.npz,rolls/style_001233/train_001982_Z.npz,rolls/style_001233/train_001982_Y.npz
train_001983,style_002740,style_001206,train,rolls/style_001206/train_001983_X.npz,rolls/style_001206/train_001983_Z.npz,rolls/style_001206/train_001983_Y.npz
train_001984,style_000441,style_001206,train,rolls/style_001206/train_001984_X.npz,rolls/style_001206/train_001984_Z.npz,rolls/style_001206/train_001984_Y.npz
train_001985,style_001063,style_001778,train,rolls/style_001778/train_001985_X.npz,rolls/style_001778/train_001985_Z.npz,rolls/style_001778/train_001985_Y.npz
train_001986,style_002016,style_001778,train,rolls/style_001778/train_001986_X.npz,rolls/style_001778/train_001986_Z.npz,rolls/style_001778/train_001986_Y.npz
train_001987,style_001483,style_001153,train,rolls/style_001153/train_001987_X.npz,rolls/style_001153/train_001987_Z.npz,rolls/style_001153/train_001987_Y.npz
train_001988,style_000457,style_001153,train,rolls/style_001153/train_001988_X.npz,rolls/style_001153/train_001988_Z.npz,rolls/style_001153/train_001988_Y.npz
train_001989,style_000007,style_002062,train,rolls/style_002062/train_001989_X.npz,rolls/style_002062/train_001989_Z.npz,rolls/style_002062/train_001989_Y.npz
train_001990,style_002476,style_002062,train,rolls/style_002062/train_001990_X.npz,rolls/style_002062/train_001990_Z.npz,rolls/style_002062/train_001990_Y.npz
train_001991,style_002324,style_000790,train,rolls/style_000790/train_001991_X.npz,rolls/style_000790/train_001991_Z.npz,rolls/style_000790/train_001991_Y.npz
train_001992,style_001370,style_000790,train,rolls/style_000790/train_001992_X.npz,rolls/style_000790/train_001992_Z.npz,rolls/style_000790/train_001992_Y.npz
train_001993,style_002184,style_002211,train,rolls/style_002211/train_001993_X.npz,rolls/style_002211/train_001993_Z.npz,rolls/style_002211/train_001993_Y.npz
train_001994,style_001978,style_002211,train,rolls/style_002211/train_001994_X.npz,rolls/style_002211/train_001994_Z.npz,rolls/style_002211/train_001994_Y.npz
train_001995,style_001614,style_000955,train,rolls/style_000955/train_001995_X.npz,rolls/style_000955/train_001995_Z.npz,rolls/style_000955/train_001995_Y.npz
train_001996,style_001213,style_000955,train,rolls/style_000955/train_001996_X.npz,rolls/style_000955/train_001996_Z.npz,rolls/style_000955/train_001996_Y.npz
train_001997,style_002404,style_002849,train,rolls/style_002849/train_001997_X.npz,rolls/style_002849/train_001997_Z.npz,rolls/style_002849/train_001997_Y.npz
train_001998,style_001264,style_002849,train,rolls/style_002849/train_001998_X.npz,rolls/style_002849/train_001998_Z.npz,rolls/style_002849/train_001998_Y.npz
train_001999,style_002089,style_002786,train,rolls/style_002786/train_001999_X.npz,rolls/style_002786/train_001999_Z.npz,rolls/style_002786/train_001999_Y.npz
train_002000,style_002557,style_002786,train,rolls/style_002786/train_002000_X.npz,rolls/style_002786/train_002000_Z.npz,rolls/style_002786/train_002000_Y.npz
train_002001,style_002389,style_000899,train,rolls/style_000899/train_002001_X.npz,rolls/style_000899/train_002001_Z.npz,rolls/style_000899/train_002001_Y.npz
train_002002,style_001658,style_000899,train,rolls/style_000899/train_002002_X.npz,rolls/style_000899/train_002002_Z.npz,rolls/style_000899/train_002002_Y.npz
train_002003,style_002006,style_002535,train,rolls/style_002535/train_002003_X.npz,rolls/style_002535/train_002003_Z.npz,rolls/style_002535/train_002003_Y.npz
train_002004,style_000802,style_002535,train,rolls/style_002535/train_002004_X.npz,rolls/style_002535/train_002004_Z.npz,rolls/style_002535/train_002004_Y.npz
train_002005,style_001696,style_001250,train,rolls/style_001250/train_002005_X.npz,rolls/style_001250/train_002005_Z.npz,rolls/style_001250/train_002005_Y.npz
train_002006,style_000730,style_001250,train,rolls/style_001250/train_002006_X.npz,rolls/style_001250/train_002006_Z.npz,rolls/style_001250/train_002006_Y.npz
train_002007,style_002526,style_002643,train,rolls/style_002643/train_002007_X.npz,rolls/style_002643/train_002007_Z.npz,rolls/style_002643/train_002007_Y.npz
train_002008,style_000533,style_002643,train,rolls/style_002643/train_002008_X.npz,rolls/style_002643/train_002008_Z.npz,rolls/style_002643/train_002008_Y.npz
train_002009,style_000677,style_000327,train,rolls/style_000327/train_002009_X.npz,rolls/style_000327/train_002009_Z.npz,rolls/style_000327/train_002009_Y.npz
train_002010,style_002565,style_000327,train,rolls/style_000327/train_002010_X.npz,rolls/style_000327/train_002010_Z.npz,rolls/style_000327/train_002010_Y.npz
train_002011,style_000479,style_002216,train,rolls/style_002216/train_002011_X.npz,rolls/style_002216/train_002011_Z.npz,rolls/style_002216/train_002011_Y.npz
train_002012,style_001193,style_002216,train,rolls/style_002216/train_002012_X.npz,rolls/style_002216/train_002012_Z.npz,rolls/style_002216/train_002012_Y.npz
train_002013,style_002553,style_000649,train,rolls/style_000649/train_002013_X.npz,rolls/style_000649/train_002013_Z.npz,rolls/style_000649/train_002013_Y.npz
train_002014,style_000766,style_000649,train,rolls/style_000649/train_002014_X.npz,rolls/style_000649/train_002014_Z.npz,rolls/style_000649/train_002014_Y.npz
train_002015,style_002242,style_002681,train,rolls/style_002681/train_002015_X.npz,rolls/style_002681/train_002015_Z.npz,rolls/style_002681/train_002015_Y.npz
train_002016,style_000500,style_002681,train,rolls/style_002681/train_002016_X.npz,rolls/style_002681/train_002016_Z.npz,rolls/style_002681/train_002016_Y.npz
train_002017,style_001940,style_000182,train,rolls/style_000182/train_002017_X.npz,rolls/style_000182/train_002017_Z.npz,rolls/style_000182/train_002017_Y.npz
train_002018,style_000876,style_000182,train,rolls/style_000182/train_002018_X.npz,rolls/style_000182/train_002018_Z.npz,rolls/style_000182/train_002018_Y.npz
train_002019,style_000287,style_002350,train,rolls/style_002350/train_002019_X.npz,rolls/style_002350/train_002019_Z.npz,rolls/style_002350/train_002019_Y.npz
train_002020,style_002288,style_002350,train,rolls/style_002350/train_002020_X.npz,rolls/style_002350/train_002020_Z.npz,rolls/style_002350/train_002020_Y.npz
train_002021,style_001650,style_000854,train,rolls/style_000854/train_002021_X.npz,rolls/style_000854/train_002021_Z.npz,rolls/style_000854/train_002021_Y.npz
train_002022,style_001468,style_000854,train,rolls/style_000854/train_002022_X.npz,rolls/style_000854/train_002022_Z.npz,rolls/style_000854/train_002022_Y.npz
train_002023,style_000510,style_002049,train,rolls/style_002049/train_002023_X.npz,rolls/style_002049/train_002023_Z.npz,rolls/style_002049/train_002023_Y.npz
train_002024,style_000912,style_002049,train,rolls/style_002049/train_002024_X.npz,rolls/style_002049/train_002024_Z.npz,rolls/style_002049/train_002024_Y.npz
train_002025,style_000564,style_000196,train,rolls/style_000196/train_002025_X.npz,rolls/style_000196/train_002025_Z.npz,rolls/style_000196/train_002025_Y.npz
train_002026,style_001122,style_000196,train,rolls/style_000196/train_002026_X.npz,rolls/style_000196/train_002026_Z.npz,rolls/style_000196/train_002026_Y.npz
train_002027,style_001237,style_002691,train,rolls/style_002691/train_002027_X.npz,rolls/style_002691/train_002027_Z.npz,rolls/style_002691/train_002027_Y.npz
train_002028,style_001151,style_002691,train,rolls/style_002691/train_002028_X.npz,rolls/style_002691/train_002028_Z.npz,rolls/style_002691/train_002028_Y.npz
train_002029,style_001616,style_000519,train,rolls/style_000519/train_002029_X.npz,rolls/style_000519/train_002029_Z.npz,rolls/style_000519/train_002029_Y.npz
train_002030,style_002468,style_000519,train,rolls/style_000519/train_002030_X.npz,rolls/style_000519/train_002030_Z.npz,rolls/style_000519/train_002030_Y.npz
train_002031,style_002475,style_001081,train,rolls/style_001081/train_002031_X.npz,rolls/style_001081/train_002031_Z.npz,rolls/style_001081/train_002031_Y.npz
train_002032,style_001883,style_001081,train,rolls/style_001081/train_002032_X.npz,rolls/style_001081/train_002032_Z.npz,rolls/style_001081/train_002032_Y.npz
train_002033,style_001345,style_001210,train,rolls/style_001210/train_002033_X.npz,rolls/style_001210/train_002033_Z.npz,rolls/style_001210/train_002033_Y.npz
train_002034,style_001415,style_001210,train,rolls/style_001210/train_002034_X.npz,rolls/style_001210/train_002034_Z.npz,rolls/style_001210/train_002034_Y.npz
train_002035,style_000952,style_002343,train,rolls/style_002343/train_002035_X.npz,rolls/style_002343/train_002035_Z.npz,rolls/style_002343/train_002035_Y.npz
train_002036,style_001848,style_002343,train,rolls/style_002343/train_002036_X.npz,rolls/style_002343/train_002036_Z.npz,rolls/style_002343/train_002036_Y.npz
train_002037,style_002465,style_002229,train,rolls/style_002229/train_002037_X.npz,rolls/style_002229/train_002037_Z.npz,rolls/style_002229/train_002037_Y.npz
train_002038,style_001828,style_002229,train,rolls/style_002229/train_002038_X.npz,rolls/style_002229/train_002038_Z.npz,rolls/style_002229/train_002038_Y.npz
train_002039,style_000413,style_002647,train,rolls/style_002647/train_002039_X.npz,rolls/style_002647/train_002039_Z.npz,rolls/style_002647/train_002039_Y.npz
train_002040,style_001186,style_002647,train,rolls/style_002647/train_002040_X.npz,rolls/style_002647/train_002040_Z.npz,rolls/style_002647/train_002040_Y.npz
train_002041,style_002134,style_000096,train,rolls/style_000096/train_002041_X.npz,rolls/style_000096/train_002041_Z.npz,rolls/style_000096/train_002041_Y.npz
train_002042,style_000224,style_000096,train,rolls/style_000096/train_002042_X.npz,rolls/style_000096/train_002042_Z.npz,rolls/style_000096/train_002042_Y.npz
train_002043,style_001779,style_002087,train,rolls/style_002087/train_002043_X.npz,rolls/style_002087/train_002043_Z.npz,rolls/style_002087/train_002043_Y.npz
train_002044,style_000068,style_002087,train,rolls/style_002087/train_002044_X.npz,rolls/style_002087/train_002044_Z.npz,rolls/style_002087/train_002044_Y.npz
train_002045,style_000437,style_002193,train,rolls/style_002193/train_002045_X.npz,rolls/style_002193/train_002045_Z.npz,rolls/style_002193/train_002045_Y.npz
train_002046,style_000645,style_002193,train,rolls/style_002193/train_002046_X.npz,rolls/style_002193/train_002046_Z.npz,rolls/style_002193/train_002046_Y.npz
train_002047,style_001788,style_001575,train,rolls/style_001575/train_002047_X.npz,rolls/style_001575/train_002047_Z.npz,rolls/style_001575/train_002047_Y.npz
train_002048,style_000389,style_001575,train,rolls/style_001575/train_002048_X.npz,rolls/style_001575/train_002048_Z.npz,rolls/style_001575/train_002048_Y.npz
train_002049,style_000452,style_002123,train,rolls/style_002123/train_002049_X.npz,rolls/style_002123/train_002049_Z.npz,rolls/style_002123/train_002049_Y.npz
train_002050,style_001041,style_002123,train,rolls/style_002123/train_002050_X.npz,rolls/style_002123/train_002050_Z.npz,rolls/style_002123/train_002050_Y.npz
train_002051,style_000517,style_002607,train,rolls/style_002607/train_002051_X.npz,rolls/style_002607/train_002051_Z.npz,rolls/style_002607/train_002051_Y.npz
train_002052,style_001240,style_002607,train,rolls/style_002607/train_002052_X.npz,rolls/style_002607/train_002052_Z.npz,rolls/style_002607/train_002052_Y.npz
train_002053,style_000723,style_001869,train,rolls/style_001869/train_002053_X.npz,rolls/style_001869/train_002053_Z.npz,rolls/style_001869/train_002053_Y.npz
train_002054,style_000114,style_001869,train,rolls/style_001869/train_002054_X.npz,rolls/style_001869/train_002054_Z.npz,rolls/style_001869/train_002054_Y.npz
train_002055,style_002278,style_000042,train,rolls/style_000042/train_002055_X.npz,rolls/style_000042/train_002055_Z.npz,rolls/style_000042/train_002055_Y.npz
train_002056,style_002807,style_000042,train,rolls/style_000042/train_002056_X.npz,rolls/style_000042/train_002056_Z.npz,rolls/style_000042/train_002056_Y.npz
train_002057,style_000656,style_000084,train,rolls/style_000084/train_002057_X.npz,rolls/style_000084/train_002057_Z.npz,rolls/style_000084/train_002057_Y.npz
train_002058,style_001733,style_000084,train,rolls/style_000084/train_002058_X.npz,rolls/style_000084/train_002058_Z.npz,rolls/style_000084/train_002058_Y.npz
train_002059,style_002443,style_000942,train,rolls/style_000942/train_002059_X.npz,rolls/style_000942/train_002059_Z.npz,rolls/style_000942/train_002059_Y.npz
train_002060,style_001725,style_000942,train,rolls/style_000942/train_002060_X.npz,rolls/style_000942/train_002060_Z.npz,rolls/style_000942/train_002060_Y.npz
train_002061,style_000739,style_001912,train,rolls/style_001912/train_002061_X.npz,rolls/style_001912/train_002061_Z.npz,rolls/style_001912/train_002061_Y.npz
train_002062,style_002620,style_001912,train,rolls/style_001912/train_002062_X.npz,rolls/style_001912/train_002062_Z.npz,rolls/style_001912/train_002062_Y.npz
train_002063,style_001980,style_002844,train,rolls/style_002844/train_002063_X.npz,rolls/style_002844/train_002063_Z.npz,rolls/style_002844/train_002063_Y.npz
train_002064,style_001939,style_002844,train,rolls/style_002844/train_002064_X.npz,rolls/style_002844/train_002064_Z.npz,rolls/style_002844/train_002064_Y.npz
train_002065,style_000046,style_001175,train,rolls/style_001175/train_002065_X.npz,rolls/style_001175/train_002065_Z.npz,rolls/style_001175/train_002065_Y.npz
train_002066,style_001386,style_001175,train,rolls/style_001175/train_002066_X.npz,rolls/style_001175/train_002066_Z.npz,rolls/style_001175/train_002066_Y.npz
train_002067,style_002307,style_002601,train,rolls/style_002601/train_002067_X.npz,rolls/style_002601/train_002067_Z.npz,rolls/style_002601/train_002067_Y.npz
train_002068,style_000453,style_002601,train,rolls/style_002601/train_002068_X.npz,rolls/style_002601/train_002068_Z.npz,rolls/style_002601/train_002068_Y.npz
train_002069,style_002058,style_000373,train,rolls/style_000373/train_002069_X.npz,rolls/style_000373/train_002069_Z.npz,rolls/style_000373/train_002069_Y.npz
train_002070,style_001210,style_000373,train,rolls/style_000373/train_002070_X.npz,rolls/style_000373/train_002070_Z.npz,rolls/style_000373/train_002070_Y.npz
train_002071,style_001141,style_002867,train,rolls/style_002867/train_002071_X.npz,rolls/style_002867/train_002071_Z.npz,rolls/style_002867/train_002071_Y.npz
train_002072,style_000487,style_002867,train,rolls/style_002867/train_002072_X.npz,rolls/style_002867/train_002072_Z.npz,rolls/style_002867/train_002072_Y.npz
train_002073,style_001893,style_000115,train,rolls/style_000115/train_002073_X.npz,rolls/style_000115/train_002073_Z.npz,rolls/style_000115/train_002073_Y.npz
